species,height,canopy,leafarea,wood,lma,lwr
eximia,142.3222126,2441.495309,40.17277454,0.490088,0.021560339,2.411817258
eximia,155.1555839,3545.1539,46.62063279,0.474173,0.02181293,2.630236731
eximia,165.6925445,2277.387737,43.98182288,0.495395,0.020515223,2.109060561
eximia,155.0414834,596.6998709,38.05369861,0.467919,0.02201739,2.236098187
eximia,162.3777576,2471.424498,35.87266747,0.506685,0.02119315,2.056860215
eximia,158.7311925,4091.105315,42.72953613,0.499101,0.022075041,2.023838959
eximia,149.080107,7843.818496,37.7765266,0.484599,0.020918399,1.918111102
eximia,165.8182395,3044.463651,40.65969499,0.488618,0.022076345,1.921590707
eximia,143.6426839,2349.886504,44.82408473,0.481035,0.021554442,2.154087708
eximia,151.9647774,4170.169076,36.5020006,0.487944,0.022288456,2.452841684
eximia,153.5030237,1715.001853,34.18546538,0.467780,0.022548387,2.432501988
eximia,172.9947512,4542.148427,45.80913164,0.501134,0.022103885,2.29392581
eximia,168.5111836,3402.370676,40.44791325,0.501338,0.021252951,2.031796767
eximia,161.7519488,1777.822847,34.72491015,0.502175,0.020920397,1.930244671
eximia,150.618494,1177.810346,41.74396464,0.474585,0.022014094,2.416521993
eximia,152.7755159,9043.543581,38.24920739,0.490817,0.021357986,2.132227562
eximia,156.0362272,1472.195007,40.60504256,0.496085,0.022087377,2.731407227
eximia,158.880886,1704.113902,41.21655691,0.476672,0.021518549,2.882063353
eximia,156.1547671,5187.294435,39.81075238,0.470758,0.021369443,2.271739224
eximia,159.9433934,5712.883346,48.30492436,0.494315,0.022097325,2.57446719
eximia,160.3894618,3000.35598,44.15549566,0.503897,0.020648534,2.182307822
eximia,161.6688225,669.0692974,44.28480543,0.474163,0.02115255,2.850721606
eximia,156.509658,2786.861908,43.2544805,0.493049,0.021370387,2.173185541
eximia,157.2175405,2679.380971,40.81302833,0.492636,0.021528197,2.391792418
eximia,152.3593099,3052.214097,40.96697128,0.477983,0.022192799,2.104634131
eximia,156.9188801,6413.397571,40.51357612,0.496709,0.021854251,2.435638016
eximia,148.0833818,770.6106734,40.37610103,0.496983,0.022484362,2.396106956
eximia,157.4713684,2962.331555,39.81873042,0.487323,0.022493938,2.366334556
eximia,167.845267,1585.443275,48.21410464,0.480770,0.021474678,2.310032997
eximia,146.3168937,771.0628443,42.360489,0.505759,0.021195164,2.25833875
eximia,158.348573,2031.700477,40.55156259,0.500442,0.02197112,2.183225254
eximia,156.9776646,2961.23566,37.65575429,0.489988,0.021586388,2.445942444
eximia,161.4974505,1429.62858,48.28989671,0.508370,0.022089976,2.342824743
eximia,170.0566695,9045.431017,45.28828023,0.505917,0.022407493,1.915202567
eximia,155.951167,1893.939157,42.12693499,0.492050,0.021383185,2.034808983
eximia,161.9659687,4476.953695,43.00232393,0.515049,0.022615801,2.547131933
eximia,147.0374264,3876.89106,46.23123199,0.480794,0.021443054,2.425342709
eximia,159.1474862,1384.823872,43.36415877,0.504554,0.022068001,2.255920588
eximia,171.3591229,1598.068577,42.19771959,0.485567,0.021558854,2.280552373
eximia,162.7333263,1218.025281,44.44848375,0.505927,0.02157391,2.372706365
eximia,158.4034201,1586.348955,39.98227746,0.477118,0.021982771,2.029323384
eximia,160.1241544,1409.903737,44.38179984,0.478963,0.02133148,2.582218326
eximia,161.8387878,1653.320315,42.69014665,0.506157,0.022058947,2.536236731
eximia,150.0848841,2723.564269,40.6312101,0.498209,0.021163003,2.559055417
eximia,169.9894476,2235.590545,43.26282182,0.485466,0.021826238,2.214652656
eximia,161.8902778,5086.442615,41.75743741,0.483820,0.02130712,2.079170466
eximia,170.5493932,2663.459266,44.64222798,0.487066,0.021564958,2.482102604
eximia,154.0102869,7011.529069,41.29739582,0.494560,0.020806808,2.182899608
eximia,156.6017085,3059.377623,43.95537272,0.488678,0.02229278,2.739794834
eximia,164.4036769,1675.353494,41.54772046,0.487165,0.021678363,2.164336522
eximia,152.6985022,1426.215251,35.57044565,0.505645,0.021118543,2.701837225
eximia,149.6094233,1411.346253,38.9918698,0.474425,0.020967792,1.978575989
eximia,162.8469084,5776.33515,36.81322025,0.499655,0.02218265,2.36126442
eximia,150.6244157,10064.93499,40.79971821,0.481270,0.021966267,2.031251197
eximia,156.5790928,4030.404386,40.73128794,0.495817,0.02199407,2.570581532
eximia,165.2662823,3819.17135,46.21452737,0.492823,0.02166547,2.011066199
eximia,160.4657157,3385.749933,44.3235565,0.498959,0.021079746,1.966713206
eximia,167.2795656,4565.585445,42.18791045,0.486656,0.022100335,2.632545922
eximia,147.7388173,6944.240203,47.27822103,0.499176,0.02134496,2.189836198
eximia,161.7963057,2138.684484,40.66584189,0.493881,0.022574808,2.817796942
eximia,160.087368,2377.961237,41.21785427,0.493919,0.021483949,2.161426961
eximia,166.515735,2492.884123,40.39566328,0.478472,0.022163938,2.581197057
eximia,146.5803887,1581.869536,36.04666073,0.479307,0.021257336,2.466495651
eximia,155.7694652,1652.471828,45.67750048,0.484782,0.021331203,2.22269436
eximia,156.5433139,1037.391454,45.31357701,0.481057,0.022823553,2.290374997
eximia,162.3875305,2249.325813,41.46659029,0.514575,0.021739835,2.329253468
eximia,157.730401,2157.892543,44.82072885,0.499694,0.022788547,2.749459305
eximia,169.0014356,6276.454917,38.76853634,0.477057,0.021568922,2.117334543
eximia,142.9108222,3694.35811,39.68743219,0.488590,0.021788271,2.258651267
eximia,152.7321983,1864.880969,40.93612609,0.474100,0.0216834,2.002942576
eximia,160.5376372,2465.930697,40.98731095,0.503661,0.021421437,2.440468246
eximia,158.9509497,7073.773363,48.18530727,0.504345,0.022141314,2.481161664
eximia,142.4381794,2708.638257,40.25816233,0.497043,0.021618549,2.180656529
eximia,166.313267,4394.221443,47.17096113,0.491364,0.021677284,2.23279415
eximia,153.8845555,3094.020499,38.88932026,0.477315,0.021181469,2.464095195
eximia,160.1409407,1060.405472,40.91383321,0.468422,0.021402529,2.076643922
eximia,152.8244699,8154.427261,37.98474185,0.497876,0.022001009,1.948203906
eximia,156.8644883,754.9671254,44.2822044,0.479975,0.021298049,2.216090811
eximia,153.8849257,2970.531571,36.9336489,0.483670,0.021422937,1.970585945
eximia,152.3656693,4435.464311,36.08228399,0.501782,0.021389407,2.247689881
eximia,151.4865607,7373.26298,44.41694412,0.474042,0.02112283,2.448456146
eximia,170.0580891,4339.364767,47.58732371,0.503264,0.021503282,2.384545762
eximia,156.7819971,2681.208725,40.5647662,0.480020,0.022093725,2.729706544
eximia,151.81604,5847.616881,39.97059884,0.502215,0.021460128,2.620435302
eximia,146.8247304,1216.783659,39.19089532,0.500091,0.021788845,2.700145551
eximia,161.4868922,4420.854726,42.05288994,0.485638,0.021404006,2.251726975
eximia,160.5329544,1939.433478,45.8868291,0.491300,0.021982967,2.08508224
eximia,164.6646763,1316.938549,42.02622583,0.505715,0.020943429,2.500469628
eximia,161.5014906,75.42696055,34.95007996,0.486896,0.021825477,2.243140547
eximia,147.5869972,4661.416092,46.46506034,0.501297,0.022185418,2.29995297
eximia,151.0693953,1472.455946,39.18954869,0.488223,0.021250274,2.288014401
eximia,156.1142121,427.8432498,40.41443909,0.471259,0.021980304,2.253281362
eximia,159.4237424,8860.675006,42.97131535,0.480873,0.021359197,2.270684245
eximia,155.114663,2071.175798,44.12023678,0.491704,0.022639671,1.927219214
eximia,149.7493761,2468.594717,44.0979657,0.502031,0.022450361,2.523324952
eximia,159.8699416,1595.849875,42.59122263,0.491024,0.022206747,2.249093956
eximia,154.3175752,2513.902344,38.82136197,0.499812,0.021639107,2.283701095
eximia,165.1401033,1494.675797,34.67104013,0.497247,0.021740363,2.073614988
eximia,150.9552626,5587.940778,40.10001039,0.509325,0.022053101,2.407347302
eximia,148.0088754,6682.724604,41.10900935,0.500643,0.022408832,1.999972389
gaguedi,108.8293234,14299.22703,24.99489807,0.472897,0.02057548,6.610911633
gaguedi,92.20845423,9323.19884,23.93434391,0.464446,0.020611608,6.098772222
gaguedi,88.33353121,23575.50256,23.54256512,0.473423,0.022577474,6.196526526
gaguedi,114.7138971,12972.871,24.92526473,0.468348,0.02150793,5.738671948
gaguedi,161.8638925,18810.26201,27.07286847,0.472272,0.02020563,6.278698458
gaguedi,135.0775872,33423.12066,24.80956496,0.467820,0.021578514,5.988539616
gaguedi,163.7790854,10529.53564,24.59001311,0.480362,0.021319473,6.202167732
gaguedi,132.5409421,5806.739647,23.92299548,0.476679,0.022241044,6.382630102
gaguedi,121.807448,14987.03162,26.6974681,0.469550,0.021511898,6.259230848
gaguedi,102.2154034,13329.09011,24.47127384,0.468257,0.020203063,6.091446723
gaguedi,138.8009213,16807.58605,24.63452237,0.462974,0.02163927,6.171613051
gaguedi,121.7063597,12878.92037,24.13713563,0.467043,0.022444273,6.133416214
gaguedi,122.7165494,10759.55577,25.01011894,0.467389,0.021474475,5.887515785
gaguedi,118.4839842,15221.26285,25.28936537,0.472975,0.020723995,6.067634911
gaguedi,124.2669243,38021.63087,24.77043011,0.468586,0.022262318,6.031169329
gaguedi,133.3321756,11966.11585,26.29354227,0.469479,0.021776851,5.724507372
gaguedi,117.1708363,27496.38217,25.86978257,0.469199,0.020244996,6.192982336
gaguedi,117.3707772,18432.17965,26.16530784,0.473633,0.021869017,6.381205749
gaguedi,113.972151,8595.968375,25.26782986,0.468551,0.023010838,5.768408906
gaguedi,140.7312653,11648.35035,25.09427794,0.461026,0.022367542,6.61998709
gaguedi,110.9553119,23773.58798,23.69185265,0.474914,0.020940517,5.966816399
gaguedi,169.3576882,12683.73267,24.86537294,0.465224,0.020812524,6.180569394
gaguedi,152.5419022,14228.55965,25.32410753,0.467870,0.022439336,6.162718421
gaguedi,147.3772162,10404.1489,25.55271149,0.463023,0.022716434,6.552758908
gaguedi,125.9903998,14990.58034,24.79120817,0.469330,0.022453211,6.545169647
gaguedi,120.3679291,21041.42178,26.69930291,0.478455,0.020419941,6.286321652
gaguedi,166.9064279,9256.644625,24.65715954,0.474266,0.022079884,6.226871517
gaguedi,148.4557268,11527.84086,24.67407449,0.464354,0.022014543,6.294322558
gaguedi,154.8691855,17864.0752,26.64682264,0.462986,0.023005522,6.079598022
gaguedi,111.5068441,12232.75967,24.46971228,0.475019,0.020867597,6.45034105
gaguedi,129.3863674,13356.59124,23.21228639,0.473447,0.021343773,5.972736458
gaguedi,130.3499305,5630.583459,25.8983011,0.477195,0.022536308,5.730747307
gaguedi,170.0740609,13346.53231,25.34972544,0.466776,0.02083682,6.255905004
gaguedi,107.4007413,14587.04489,26.23386989,0.476321,0.021557331,6.098213544
gaguedi,177.8182477,24301.24561,26.23435528,0.472582,0.021472445,5.697974715
gaguedi,126.8405786,11631.38773,25.44040426,0.481967,0.022837963,6.085511986
gaguedi,116.9301846,34350.14348,25.85669752,0.472001,0.021636285,6.223631256
gaguedi,111.6314849,9186.447725,25.72618175,0.460923,0.020719272,5.945420889
gaguedi,147.9811378,16443.88252,26.04553372,0.471043,0.021128338,6.407893636
gaguedi,117.7748635,12302.00919,26.55818352,0.481654,0.020053459,6.359338547
gaguedi,114.1627542,16384.40202,24.46333037,0.469268,0.0210688,6.047596945
gaguedi,154.7238727,16188.2157,24.13963692,0.473326,0.021915476,6.158777373
gaguedi,137.6142295,10704.60855,24.4259284,0.465556,0.022046251,6.270207912
gaguedi,148.6565648,23517.96351,24.2116217,0.473694,0.021658183,6.370689152
gaguedi,130.3712444,8447.04678,24.7206549,0.481612,0.021684826,6.013427389
gaguedi,99.22742057,10637.36286,25.93633182,0.471089,0.02107959,5.924285504
gaguedi,136.0933008,22514.91776,25.05194288,0.463355,0.02264933,5.900735873
gaguedi,99.59049931,2168.923799,26.54838077,0.469157,0.021590699,5.666906164
gaguedi,153.1488928,10242.71075,26.89661112,0.460827,0.021037398,5.872161847
gaguedi,182.2723892,17862.53151,26.01534052,0.476051,0.020998476,6.068079638
gaguedi,101.7387809,10530.79623,26.07068334,0.471281,0.021125423,5.726939693
gaguedi,87.63064628,11446.18966,24.99256328,0.476997,0.021428236,5.925884216
gaguedi,106.7271928,4724.153997,25.1686515,0.465254,0.020792576,6.159210861
gaguedi,93.10416616,33915.52405,23.52456323,0.467493,0.022128309,6.243037693
gaguedi,130.6739062,19660.69919,26.111843,0.476847,0.020994367,6.041357705
gaguedi,118.2141949,6058.098702,24.40884979,0.477545,0.02213612,5.96245402
gaguedi,88.99905641,8170.655576,26.52326593,0.469525,0.02300301,6.545896414
gaguedi,112.8869556,29118.04776,25.10999121,0.471760,0.022142401,6.022370408
gaguedi,102.8431678,8006.047726,26.03771656,0.472377,0.021950589,6.275405234
gaguedi,125.33014,12413.99749,26.1415086,0.468185,0.02269491,5.960715665
gaguedi,151.8288249,12773.35062,26.41400372,0.467973,0.021744526,6.198087166
gaguedi,143.0913448,4911.724495,26.93247918,0.479273,0.022690358,6.427420035
gaguedi,184.2397337,16307.78581,25.38174763,0.473424,0.021055543,6.130048405
gaguedi,139.3661522,18668.97657,25.78306406,0.475601,0.022742691,6.370840788
gaguedi,171.6339074,17661.56435,23.96027657,0.479568,0.020479415,6.148784241
gaguedi,127.6242038,24053.97527,25.04031268,0.481662,0.02153364,6.031674766
gaguedi,122.1769049,8906.382571,25.61408731,0.472823,0.020169366,6.058014844
gaguedi,100.7964677,24847.89801,25.6863311,0.478349,0.021735579,6.117517573
gaguedi,129.2814751,18272.67305,25.64056644,0.477251,0.021928753,6.186874356
gaguedi,111.9224947,15968.1359,25.32598874,0.474787,0.021559616,6.669599509
gaguedi,125.3688913,10855.16062,24.9115457,0.468773,0.022142993,6.291523068
gaguedi,143.5853734,14795.87132,24.93184983,0.473184,0.021321837,5.836843764
gaguedi,131.4880452,11939.29135,24.50059246,0.474156,0.020258444,5.865479516
gaguedi,89.28827028,14843.88207,23.49211162,0.470965,0.022342079,5.970440856
gaguedi,97.11500535,10741.11935,26.00387421,0.467766,0.020766019,6.069028616
gaguedi,136.2215233,17161.53223,25.03539016,0.473469,0.020189423,5.85107795
gaguedi,159.478267,37740.6141,24.89135463,0.470070,0.020712,6.457966769
gaguedi,130.6523672,7024.918378,25.7132507,0.468426,0.020124487,5.962177834
gaguedi,140.5176124,18708.25069,24.74917378,0.472253,0.021827699,6.187983071
gaguedi,157.1961472,17006.40239,24.11201574,0.478453,0.02193434,6.232796952
gaguedi,132.0241541,40898.95307,25.59523388,0.473718,0.021510832,5.838036252
gaguedi,94.85435846,28596.45854,23.4794194,0.474813,0.021008998,6.023085619
gaguedi,167.3705692,8546.904266,26.96316854,0.464511,0.021461523,6.145843016
gaguedi,183.9884375,18688.94233,25.49123317,0.476300,0.021111733,5.810804845
gaguedi,121.8524034,24893.03628,25.54796884,0.468142,0.020960821,5.661663987
gaguedi,124.2899887,13386.58433,25.05704523,0.473540,0.022237539,6.082572686
gaguedi,120.4486053,16961.51414,24.96178039,0.481612,0.02130964,6.021524827
gaguedi,137.3654165,23305.30592,26.72544346,0.474307,0.022495588,6.631743602
gaguedi,105.3983963,22060.49863,26.69051909,0.469806,0.022321515,5.623170641
gaguedi,134.7691051,22130.87415,25.50998908,0.474313,0.021398004,5.780555562
gaguedi,115.0691297,15262.41415,25.1533861,0.473485,0.022689601,5.905438505
gaguedi,122.2572407,19503.12418,23.74273607,0.468587,0.021796166,6.041280506
gaguedi,142.2625582,20336.33472,25.09145256,0.473292,0.021940274,5.935676579
gaguedi,98.74128147,11640.88701,24.9600163,0.475582,0.021997872,5.620408741
gaguedi,104.7393634,22186.47197,25.20684755,0.474211,0.021841798,5.82479652
gaguedi,155.4583781,13372.54968,24.08903405,0.471797,0.021402127,5.871286443
gaguedi,122.5084684,13560.87593,26.28720697,0.477686,0.022516299,6.193880756
gaguedi,99.95305604,11754.35312,23.11223159,0.475822,0.021906993,6.007443657
gaguedi,161.6253743,11794.74475,24.73163555,0.480009,0.021849729,6.199270598
gaguedi,186.0508625,17822.38316,25.04008175,0.474767,0.021812955,6.193439836
glabra,141.367658,21550.47124,8.17681761,0.656697,0.050382641,2.395179653
glabra,126.510523,22369.42626,8.507248998,0.651491,0.048303309,2.162678538
glabra,148.4308216,27064.9266,8.694497846,0.657468,0.048781818,2.362182686
glabra,140.4209854,25848.66792,7.825160338,0.649546,0.049316936,2.324405356
glabra,134.255257,25069.03556,7.399930226,0.651256,0.047891633,2.370986483
glabra,189.7432202,25856.74516,7.475064939,0.658184,0.049648148,2.181124245
glabra,146.0389313,24955.48138,7.493011022,0.654273,0.048666255,2.29779654
glabra,158.82801,22369.02004,7.403370949,0.652853,0.048168338,2.245544432
glabra,138.8154078,27376.40311,7.08195252,0.653483,0.049196155,2.36289462
glabra,143.7829375,27132.98343,8.079882161,0.652127,0.050287964,2.205103228
glabra,111.516236,26758.07573,7.736777032,0.652100,0.050936406,2.322143424
glabra,126.3516941,24814.47376,6.882708495,0.655038,0.049000948,2.336913675
glabra,142.7941725,24018.74811,7.453868102,0.649825,0.050587853,2.229100027
glabra,136.9710725,22337.39001,8.303775234,0.655149,0.048054302,2.246169643
glabra,127.2149097,28901.94725,8.418569487,0.655316,0.048292573,2.314705918
glabra,130.5367776,24586.66439,7.827590719,0.656666,0.047450143,2.164914168
glabra,171.7371719,23657.9673,7.97933986,0.658559,0.049186867,2.166508512
glabra,155.6659393,28759.54857,7.075141587,0.652122,0.048254449,2.262471096
glabra,149.8178256,25758.71581,7.420554727,0.650187,0.049539083,2.283373846
glabra,145.7160977,25071.34273,7.530568059,0.652311,0.048264667,2.39231859
glabra,155.5261157,24272.71849,7.349203538,0.654658,0.049079461,2.198513328
glabra,140.8088757,25615.85296,7.468701008,0.654969,0.048332068,2.227719459
glabra,170.3033832,29448.14679,7.558794736,0.653625,0.050613294,2.230415705
glabra,146.0719982,23795.65924,7.854902783,0.655781,0.049456394,2.279942092
glabra,103.8486163,24595.56658,8.315491548,0.652302,0.049996088,2.223889819
glabra,186.9644613,25992.20038,6.891542301,0.656457,0.048370201,2.202781727
glabra,146.0002992,25135.31787,8.492916181,0.652937,0.049514011,2.31232547
glabra,143.7085935,25554.29909,8.774825508,0.649786,0.049275917,2.323354339
glabra,150.6618238,24721.65638,8.056061718,0.656230,0.047894382,2.211470172
glabra,143.6914078,27612.45085,7.466298901,0.649779,0.04968312,2.248791126
glabra,135.9451717,28220.93929,7.355801389,0.657976,0.048476861,2.288268641
glabra,130.9744581,30992.20779,8.927615575,0.652462,0.04778316,2.254549164
glabra,153.8756852,26608.05989,7.878816983,0.656107,0.047937287,2.324309262
glabra,103.9005784,24650.22929,7.370724366,0.649983,0.047235213,2.18019329
glabra,157.7137912,30470.42971,8.37713644,0.656292,0.049119414,2.244744829
glabra,163.9429241,23947.59541,7.802080525,0.659830,0.04873922,2.284580936
glabra,114.3129411,23348.45875,8.250655395,0.655169,0.04907034,2.237268697
glabra,103.5657614,27058.12366,8.276513641,0.657247,0.050160231,2.317245065
glabra,164.2607384,28409.93241,7.722563318,0.651947,0.049209372,2.267865711
glabra,143.9499249,22779.29,7.989226858,0.651718,0.049492662,2.257033339
glabra,169.3131923,26805.94196,9.092277629,0.656673,0.048707575,2.310595034
glabra,137.8835237,23807.99406,8.015561696,0.651445,0.04860951,2.264885509
glabra,159.753703,31190.2459,7.04208179,0.657284,0.049522387,2.337295362
glabra,119.6693479,25322.61018,6.858049065,0.657603,0.048691016,2.306219284
glabra,137.2303416,26083.32699,8.511983613,0.652338,0.050427732,2.265385403
glabra,135.5414603,24536.30172,8.417855699,0.654955,0.050789532,2.336307198
glabra,129.641831,27080.49878,8.15074317,0.651420,0.049751888,2.31319784
glabra,143.4818796,26334.17079,8.473596073,0.656216,0.05050326,2.335789653
glabra,143.4484022,28255.71275,7.052056935,0.659039,0.050224908,2.254072304
glabra,150.872825,21141.66438,7.828528423,0.656624,0.050587714,2.30313019
glabra,138.4850481,29434.81078,7.541149399,0.650702,0.049809702,2.259441879
glabra,149.2401645,24080.55413,7.276766413,0.650601,0.048733766,2.222332874
glabra,165.6574849,27125.73689,8.319970588,0.657162,0.048492592,2.35830017
glabra,132.1623523,22347.25356,7.114799602,0.656736,0.048712515,2.21812202
glabra,126.6697333,25889.83872,8.589948681,0.648964,0.049342925,2.223215052
glabra,138.2493266,27885.99138,8.316377637,0.651828,0.048415384,2.280153308
glabra,120.4320279,28675.74685,6.912767343,0.652743,0.048411558,2.198802027
glabra,149.2990601,27298.43506,7.734560086,0.650595,0.04931287,2.323926141
glabra,125.1533991,28218.5911,8.768193808,0.655250,0.048912547,2.250117011
glabra,133.9731682,28812.42323,8.380539056,0.654187,0.048919026,2.187204534
glabra,132.889727,28506.31105,7.747562733,0.649328,0.048752771,2.189452723
glabra,149.9592038,30075.96875,7.763903479,0.649763,0.050110906,2.317920509
glabra,122.0634975,27293.39689,8.264791403,0.652617,0.049523707,2.210980284
glabra,139.8512488,26241.29223,7.169449375,0.652764,0.04779595,2.254921344
glabra,131.124968,24561.5341,8.312756297,0.656742,0.050733522,2.215555233
glabra,112.5234925,31385.95577,8.640040255,0.648607,0.049841712,2.244548949
glabra,133.1667495,29391.78105,7.99127992,0.651924,0.047929825,2.318852529
glabra,151.307405,22906.43066,9.223978235,0.651227,0.047793476,2.345797138
glabra,174.6476347,23667.25373,7.374181857,0.655611,0.047984718,2.237737849
glabra,165.7091909,25767.99986,7.977898031,0.655282,0.048583559,2.260756962
glabra,139.7628339,21903.08403,7.63151189,0.655226,0.05081161,2.245313427
glabra,107.7655952,21117.91463,8.078670301,0.658619,0.049142463,2.293486583
glabra,123.1417442,28936.57255,7.962426763,0.652999,0.049223979,2.30438758
glabra,148.2565159,30982.37024,8.287993268,0.655013,0.050234914,2.254447921
glabra,147.3569309,24466.36892,8.349324613,0.651274,0.04848427,2.26901584
glabra,133.0165429,24367.92874,7.249233929,0.651384,0.048317083,2.201004326
glabra,164.7155955,25600.65255,8.368515371,0.657996,0.049329977,2.251741019
glabra,130.1543492,27154.15642,7.390242956,0.654508,0.047841551,2.28746765
glabra,108.6016914,32034.68703,7.71803463,0.654279,0.048558643,2.323553792
glabra,167.1175531,26222.24617,7.906258434,0.654890,0.049211091,2.277945685
glabra,119.2662018,20791.70051,7.273593995,0.650757,0.048907524,2.283356439
glabra,160.1764146,23061.07618,7.564117179,0.655694,0.047830234,2.21265759
glabra,144.2202192,24850.9428,8.082406939,0.658047,0.050515977,2.287924232
glabra,113.4933371,25402.1376,8.095758615,0.652995,0.04968424,2.18822909
glabra,135.1042275,24288.67737,9.039672522,0.649313,0.049078682,2.193809049
glabra,149.6410161,22747.34261,7.791147602,0.657923,0.048625868,2.258208312
glabra,131.5289539,23176.29248,8.527138092,0.648113,0.0484263,2.175335682
glabra,148.7431468,27078.96828,7.593907062,0.654683,0.049088307,2.329260348
glabra,129.2551101,24871.75135,8.601309991,0.655379,0.049478396,2.20210177
glabra,145.7792598,25089.07566,8.728799464,0.651427,0.049888731,2.269821043
glabra,108.7957138,20685.78097,6.94544437,0.651942,0.049268947,2.199134795
glabra,111.3789628,28738.49053,7.909571814,0.653566,0.049596636,2.164811632
glabra,145.8251868,30824.89121,8.446934979,0.656446,0.04898355,2.250732453
glabra,135.2822496,30646.4734,7.118310181,0.654989,0.050067179,2.269693259
glabra,173.9620789,22688.89343,8.616125061,0.657731,0.049069538,2.254161066
glabra,188.9030922,27337.53764,7.410640133,0.653564,0.049584259,2.257131988
glabra,172.9060321,25474.18954,7.920021479,0.654367,0.050556784,2.261255296
glabra,137.5298247,24426.47894,7.935791555,0.658065,0.047872558,2.20027714
glabra,148.5391825,21014.30051,8.168416658,0.656811,0.049564576,2.28172294
glabra,160.059249,31927.39046,7.588778763,0.654173,0.049549477,2.301426234
grandiceps,110.5245645,1463.978316,48.51317548,0.268096,0.025509,1.970525134
grandiceps,112.4052452,2347.125285,58.8324815,0.364433,0.025896392,2.043257009
grandiceps,109.1536501,907.9140376,48.80910969,0.370236,0.026686526,2.024135017
grandiceps,116.0937124,1985.583724,45.70105798,0.355679,0.026042543,2.033286803
grandiceps,111.6507901,1901.934713,55.89223186,0.295050,0.025750146,2.035183999
grandiceps,108.9153642,1347.687783,64.20772203,0.331980,0.025433936,1.766499619
grandiceps,114.6031092,1845.715217,55.03889532,0.276348,0.027072429,2.029126775
grandiceps,115.9271291,1219.818478,45.10272654,0.353163,0.026629419,2.150335794
grandiceps,108.2225235,1900.254319,58.60259219,0.332657,0.026474081,1.771183398
grandiceps,112.9411839,1408.883654,34.08427761,0.347174,0.026480672,2.075071411
grandiceps,114.8446028,1961.029471,45.18268969,0.374491,0.026011722,1.973293702
grandiceps,110.5632148,1874.540649,37.11001902,0.404040,0.025652836,1.965229321
grandiceps,115.0333924,1102.140093,45.29118534,0.368805,0.025847837,2.109911008
grandiceps,110.1308655,1302.800777,50.4747565,0.330861,0.025552154,2.032515061
grandiceps,113.5945906,1644.457116,57.71206046,0.315195,0.026206861,1.90929787
grandiceps,111.1234315,1958.629546,61.69408414,0.323693,0.025607758,1.879449881
grandiceps,115.8110447,2965.087357,39.21191897,0.316385,0.026216873,1.989153942
grandiceps,114.1990213,2057.053156,43.79347186,0.388582,0.025187888,1.920963384
grandiceps,117.0726321,1337.004156,47.7954076,0.366648,0.026261955,1.807739874
grandiceps,116.6857023,2547.306404,44.73406217,0.363993,0.026033108,1.890527428
grandiceps,115.2267555,1351.197482,74.74744445,0.342030,0.025284833,1.840747816
grandiceps,110.5539614,1583.473022,45.01576228,0.317094,0.025438565,2.025113478
grandiceps,117.4083702,983.7312835,43.91703527,0.337653,0.025310288,2.171298712
grandiceps,111.0988389,1508.93905,49.82690356,0.357357,0.025913032,1.769747466
grandiceps,114.8753186,2942.737505,52.97234302,0.337963,0.026629922,1.849906853
grandiceps,111.2696455,2163.875381,57.72842599,0.303940,0.025271308,2.034886271
grandiceps,108.6777859,1500.213118,59.66376043,0.276998,0.026294694,2.082059348
grandiceps,114.0815888,2052.058797,62.25049361,0.326783,0.026473012,1.930580175
grandiceps,108.6866505,3052.321806,46.51938742,0.381289,0.02584478,1.807838435
grandiceps,107.2239321,1491.411262,56.90825105,0.314389,0.02542517,1.966504315
grandiceps,112.4151553,2852.884953,52.72773721,0.346275,0.024859009,1.937484784
grandiceps,108.9524455,1359.021175,46.61315354,0.306665,0.026722424,1.925253321
grandiceps,111.0103634,1670.349018,68.41670529,0.331848,0.025930862,2.08835562
grandiceps,109.3730602,1993.411379,69.14573105,0.384167,0.025847207,1.810518062
grandiceps,114.4283537,2315.688963,52.89078755,0.288824,0.025835264,2.019111482
grandiceps,117.766665,1278.542437,49.53694624,0.302754,0.025669656,1.874010903
grandiceps,117.1729217,1023.31514,50.12064263,0.335535,0.025939461,2.019656047
grandiceps,118.9720207,1495.152193,56.83522817,0.344015,0.02624466,1.871458954
grandiceps,105.4416409,1891.549592,40.51795667,0.363910,0.025841875,1.969503819
grandiceps,113.6841883,2194.362948,35.1658644,0.316183,0.025563911,1.82754
grandiceps,109.4260887,1887.189113,55.43988199,0.369350,0.025209469,1.945401036
grandiceps,109.6926991,2209.318436,55.1000762,0.286178,0.025768644,2.037415746
grandiceps,107.9967458,1835.29056,57.59818898,0.331197,0.025858879,1.952538434
grandiceps,113.3925834,1213.092572,44.87645198,0.373363,0.026004255,2.04363193
grandiceps,109.7908467,1760.818492,44.98269017,0.364073,0.026290374,1.806919697
grandiceps,114.6486045,1349.576297,48.5218262,0.347593,0.026918234,1.95522567
grandiceps,112.9944593,2231.829466,42.95692134,0.349292,0.025591635,1.967875643
grandiceps,115.1639417,2065.443307,77.0854509,0.297559,0.025224735,1.991454697
grandiceps,112.7119456,1960.682886,55.2618153,0.322021,0.025773979,1.852364818
grandiceps,105.7383421,1318.836714,39.84424004,0.319041,0.026834129,1.938372701
grandiceps,110.3962695,1585.372507,51.38375535,0.308878,0.026538291,2.047755013
